"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GenesInGo"
"25","GO:0050807","regulation of synapse organization","201/6412","382/17059",0.526178010471204,1.39988625711607,6.13417809668896,1.12498800227182e-09,1.40182328518381e-07,1.2081140507369e-07,"Gsk3b/Tiam1/Igsf11/Ube2v2/Zdhhc15/Cfl1/Nectin3/Trem2/Itsn1/Slitrk1/Slitrk6/Lrfn2/Wnt5a/Epha4/Nrxn1/Asap1/L1cam/Lrrtm2/Nrg2/Shank2/Farp1/Pik3r1/Lrrtm3/Marcks/Chrna7/Dkk1/Adgrb2/Fzd1/Lrfn5/Rtn4r/Abi3bp/Dock10/Ptpn13/Clstn3/Caskin1/Wnt3a/Mdga2/Klk8/Nefl/Sparcl1/Flrt2/Cln3/Nrxn2/Ptk2/Chmp2b/Mecp2/Clstn1/Robo1/Tpbg/Flrt1/Adgrb1/Efna5/Cntnap4/Wnt7a/Slc7a11/Ywhaz/Ctnna2/Sema3f/Lrrtm1/Slit1/Eif4g1/Amigo2/Crtac1/Dact1/Myo5b/Camkv/Lzts1/Ncan/Ephb3/St8sia2/Ntng2/Six1/Six4/Dock4/Slitrk2/Sema4a/Lrrn3/Cbln2/Dbn1/Sema7a/Etv5/Nrcam/Ppfia2/Lin7a/Nectin1/Pak3/Ptprd/Dclk1/Ntrk3/Dcx/Zdhhc17/Amot/Il1rap/Cttnbp2/Thbs2/Neurl1a/Abhd17b/Ngef/Cyfip2/Frmpd4/Cntnap1/Adgrb3/Pcdh8/Hnrnpk/Kalrn/Dhx36/Cask/S1pr2/Ntrk2/Dnm3/Clstn2/Slc18a3/Arhgap22/Nlgn1/Lrrn1/Ogt/Grid1/Cdh8/Nedd9/Pgrmc1/Carmil3/Sarm1/Ephb1/Crmp1/Grid2/Rapgef4/Elavl2/Nrp2/Oxtr/Mapk14/Ephb2/Magi2/Rbmx/Lrfn4/Srgap3/Adgrl3/Ptprf/Setd5/Sema4c/Lhfpl4/Cdc20/Lrp4/Adgrl2/Xlr3b/Nfatc4/Kif1a/Rac3/Nlgn3/Fgfr1/Cdk5r1/Dlgap4/Asic2/Fam107a/C1ql1/Fcgr2b/Dlg5/Cdk5/Ptn/Dab1/Cbln1/Chrnb2/Adgrl1/Igsf9/Nae1/Fyn/Epha7/Lrtm2/Musk/Ntrk1/Dock1/Dlg4/Ctnnb1/Abl1/Lingo2/Lats1/Tubb5/Nckipsd/Eef2k/Hnrnpm/Vhl/Ptprs/Vangl2/Zfp804a/Slc12a5/Cyfip1/Anapc2/Grin1/Bdnf/Adnp/Lin7c/Nlgn2/Flrt3/Numbl/Nf1/Srcin1/Tanc1/Lrfn3/Arhgap33/Lrfn1/Lzts3/Caprin1",201,382
"26","GO:0051963","regulation of synapse assembly","120/6412","206/17059",0.58252427184466,1.54979437825921,6.16087616454651,1.1889245190261e-09,1.45300294584824e-07,1.25222151265036e-07,"Gsk3b/Igsf11/Ube2v2/Nectin3/Slitrk1/Slitrk6/Wnt5a/Nrxn1/L1cam/Lrrtm2/Nrg2/Farp1/Pik3r1/Lrrtm3/Dkk1/Adgrb2/Fzd1/Lrfn5/Rtn4r/Abi3bp/Dock10/Ptpn13/Clstn3/Caskin1/Wnt3a/Mdga2/Flrt2/Nrxn2/Ptk2/Clstn1/Robo1/Tpbg/Flrt1/Adgrb1/Efna5/Wnt7a/Lrrtm1/Slit1/Eif4g1/Amigo2/Crtac1/Lzts1/Ephb3/St8sia2/Ntng2/Six1/Six4/Dock4/Slitrk2/Sema4a/Lrrn3/Cbln2/Lin7a/Nectin1/Ptprd/Dclk1/Ntrk3/Dcx/Il1rap/Thbs2/Neurl1a/Cyfip2/Adgrb3/S1pr2/Ntrk2/Clstn2/Nlgn1/Lrrn1/Ogt/Carmil3/Ephb1/Crmp1/Grid2/Elavl2/Oxtr/Ephb2/Lrfn4/Srgap3/Adgrl3/Setd5/Sema4c/Lhfpl4/Lrp4/Adgrl2/Xlr3b/Rac3/Nlgn3/Fgfr1/Asic2/Fam107a/Dlg5/Cbln1/Chrnb2/Adgrl1/Nae1/Epha7/Lrtm2/Musk/Ntrk1/Dock1/Dlg4/Ctnnb1/Lingo2/Lats1/Nckipsd/Eef2k/Ptprs/Slc12a5/Grin1/Bdnf/Adnp/Lin7c/Nlgn2/Flrt3/Numbl/Srcin1/Lrfn3/Arhgap33/Lrfn1/Lzts3",120,206
"27","GO:0072091","regulation of stem cell proliferation","68/6412","101/17059",0.673267326732673,1.7912144926283,6.18891887395859,1.21238354922981e-09,1.45371650101046e-07,1.25283646606608e-07,"Ovol1/Tert/Wnt5a/Pax3/Hnrnpu/Cd109/Ltbp3/Hmga2/Sox11/Atxn1l/Men1/Vegfc/Gli2/Osr2/Yap1/Thpo/Tlx1/Ngf/Foxm1/Kdf1/Sfn/Tsc22d1/Trp63/Fgf10/Setd1a/Zfp36l1/Rarg/Runx2/Gli3/Lrp6/Ptch1/Dgcr8/Prrx1/Shox2/Snai2/Ell3/Tial1/Kdm1a/Sox18/Fgfr1/Rarb/Pbx1/Wnt10b/Fgfr2/Sox17/Ptprc/Hmgb2/Bmp4/Prrx2/Hmx2/Shh/Kitl/Ctnnb1/Rbpj/Hoxa3/Tbx3/Sirt6/Epcam/Irf6/Cebpa/Sox9/Tgfbr1/Ccne1/Fermt1/Trp53/Ovol2/Nf1/Kat7",68,101
"28","GO:0033044","regulation of chromosome organization","142/6412","253/17059",0.561264822134387,1.49323403006714,6.13378145877479,1.30274196123404e-09,1.53313428956339e-07,1.32128000473698e-07,"Smc5/Wdhd1/Ska3/Atrx/Ylpm1/Smarca2/Nsmce2/Smarca5/Myc/Tasor/Terf2/Cdc23/Pinx1/Xrcc3/Nfrkb/Hnrnpu/Ruvbl1/Pot1b/Anapc7/Sirt1/Pcid2/Exosc10/Klhl22/Naa10/Senp6/Cdc16/Wnt3a/Atm/Cep192/Ttk/H3f3b/Cct5/Usp44/Dcp2/Slf1/Prpf4b/Parp1/Top2a/Terf2ip/Smarce1/H3f3a/Ddx11/Nvl/Pphln1/Cct8/Cdk5rap2/Slx4/Rnf4/Arid2/Naf1/Incenp/Gnl3/Bcl7a/Dkc1/Cenpe/Hnrnpa2b1/Mre11a/Ptges3/Atf7ip2/Resf1/Tfpt/Macroh2a1/Bcl7c/Arid1a/Phf10/Atr/Stn1/Fbxo5/Smarcc2/Map2k7/Yy1/Hnrnpc/Riok2/Dhx36/Rtel1/Mapk15/Hdac8/Dpf2/Cenpv/Mad2l1/Cdc20/Xrcc1/Zfp207/Smarcc1/Recql4/Nuf2/Actl6a/Smarcb1/Ube2u/Smarcd1/Src/Setdb1/Cdc27/Smg1/Xrcc5/Bub3/Lig4/Klf4/Mos/Anapc4/Ctnnb1/Ncaph/Axin2/Cct2/Ppp1r10/Sirt6/Hnrnpd/Smarca4/Plk1/Spc24/Terf1/Anapc2/Baz1b/Zw10/Sfpq/Smg6/Mad1l1/Morc2a/Trim28/Actb/Wrap53/Trp53/Cct6a/Numa1/Actl6b/Smarcd2/Bub1b/Cct4/Slx1b/Nek6/Ino80e/Ruvbl2/Tacc3/Ctc1/Aurkb/Bub1/Actr5/Dpf1/Mapkapk5/Anapc1/Bmyc/Nat10",142,253
"29","GO:0050803","regulation of synapse structure or activity","204/6412","390/17059",0.523076923076923,1.39163587504199,6.0716563470783,1.61955725991283e-09,1.8379082833475e-07,1.583939177317e-07,"Gsk3b/Tiam1/Igsf11/Ube2v2/Zdhhc15/Cfl1/Nectin3/Trem2/Itsn1/Slitrk1/Slitrk6/Lrfn2/Wnt5a/Epha4/Nrxn1/Asap1/L1cam/Lrrtm2/Nrg2/Shank2/Farp1/Pik3r1/Lrrtm3/Marcks/Chrna7/Dkk1/Adgrb2/Fzd1/Lrfn5/Rtn4r/Abi3bp/Dock10/Ptpn13/Clstn3/Caskin1/Wnt3a/Mdga2/Klk8/Nefl/Cyp19a1/Sparcl1/Flrt2/Cln3/Nrxn2/Ptk2/Chmp2b/Mecp2/Clstn1/Robo1/Tpbg/Flrt1/Adgrb1/Efna5/Cntnap4/Wnt7a/Slc7a11/Ywhaz/Ctnna2/Sema3f/Lrrtm1/Slit1/Eif4g1/Amigo2/Crtac1/Dact1/Myo5b/Camkv/Lzts1/Ncan/Ephb3/St8sia2/Ntng2/Six1/Six4/Dock4/Slitrk2/Sema4a/Lrrn3/Cbln2/Dbn1/Sema7a/Etv5/Nrcam/Ppfia2/Lin7a/Nectin1/Pak3/Ptprd/Dclk1/Ntrk3/Dcx/Zdhhc17/Amot/Il1rap/Cttnbp2/Thbs2/Neurl1a/Abhd17b/Ngef/Cyfip2/Frmpd4/Cntnap1/Adgrb3/Pcdh8/Syngap1/Hnrnpk/Kalrn/Dhx36/Cask/S1pr2/Ntrk2/Dnm3/Clstn2/Slc18a3/Arhgap22/Nlgn1/Lrrn1/Ogt/Grid1/Cdh8/Nedd9/Pgrmc1/Carmil3/Sarm1/Ephb1/Crmp1/Grid2/Rapgef4/Elavl2/Nrp2/Oxtr/Mapk14/Ephb2/Magi2/Rbmx/Lrfn4/Srgap3/Adgrl3/Ptprf/Setd5/Sema4c/Lhfpl4/Cdc20/Lrp4/Adgrl2/Xlr3b/Nfatc4/Kif1a/Rac3/Nlgn3/Fgfr1/Cdk5r1/Dlgap4/Asic2/Fam107a/C1ql1/Fcgr2b/Dlg5/Cdk5/Ptn/Dab1/Cbln1/Chrnb2/Adgrl1/Igsf9/Nae1/Fyn/Epha7/Lrtm2/Musk/Ntrk1/Dock1/Dlg4/Ctnnb1/Abl1/Lingo2/Lats1/Tubb5/Nckipsd/Eef2k/Hnrnpm/Slc17a6/Vhl/Ptprs/Vangl2/Zfp804a/Slc12a5/Cyfip1/Anapc2/Grin1/Bdnf/Adnp/Lin7c/Nlgn2/Flrt3/Numbl/Nf1/Srcin1/Tanc1/Lrfn3/Arhgap33/Lrfn1/Lzts3/Caprin1",204,390
"30","GO:0021675","nerve development","69/6412","104/17059",0.663461538461538,1.76512638562311,6.07362727118076,2.40705676199481e-09,2.42807074959952e-07,2.09255076569072e-07,"Tfap2a/Ednra/Pou4f1/Slitrk6/Epha4/Atp8b1/Plxna1/Sulf1/B4galnt1/Sema3f/Plxna3/Col25a1/Ark2c/Six1/Six4/Pax2/Ntf3/Kcna1/Ngf/Isl1/Scn8a/Kcnq2/Hes1/Erbb3/Fbxo45/Gli3/Ndp/Drgx/Tcirg1/Lrig2/Tifab/Neurog1/Ackr3/Ephb1/Dicer1/Tbx1/Nrp2/Ephb2/Unc13a/Hoxd3/Ret/Kcna3/Kcna2/Chrnb2/Kcnc1/Mafb/Lpar1/Ntrk1/Ctnnb1/Mnx1/Hoxa1/Hoxa3/Npr2/Phox2b/Gabra5/Gabrb3/Sulf2/Ngfr/Bdnf/Hoxb3/Hoxb2/Hoxb1/Sema3a/Nptx1/Phox2a/Nkx2-2/Ntf5/Scn2a/Scn1a",69,104
"31","GO:0001823","mesonephros development","74/6412","114/17059",0.649122807017544,1.72697847238183,6.0436648752134,2.81985078867501e-09,2.80002371281714e-07,2.41310586405856e-07,"Pgf/Smad1/Six2/Myc/Adamts16/Gdnf/Pkd1/Spry1/Fat4/Pkd2/Ctnnbip1/Rara/Robo2/Gpc3/Sim1/Eya1/Osr2/Dchs1/Smad4/Foxj1/Npnt/Six1/Six4/Pax2/Sfrp1/Timeless/Smad5/Arg2/Fgf10/Maged1/Hes1/Cer1/Gli3/Agtr1b/Ptch1/Hs2st1/Sdc1/Osr1/Hs3st3b1/Hs3st3a1/Foxd1/Lzts2/Wnt4/Foxc1/Tmem59l/Crlf1/Smad3/Smo/Fgfr1/Rarb/Pbx1/Agtr2/Fgfr2/Foxc2/Smad9/Ret/Hnf1b/Bmp4/Wnt2b/Lhx1/Shh/Ctnnb1/Hoxa11/Sox8/Calb1/Epcam/Tacstd2/Sox9/Tshz3/Wnt6/Bdnf/Hoxb7/Gzf1/Grem1",74,114
"32","GO:0043583","ear development","146/6412","265/17059",0.550943396226415,1.46577407926176,5.93018665795056,4.22180989922153e-09,4.06509119841709e-07,3.5033615479505e-07,"Minar2/Tfap2a/Cebpd/Ift88/Ednra/Six2/Myc/Cdh1/Stox1/Nipbl/Slitrk6/Sox2/Wnt5a/Epha4/Atp8b1/Igf1/Fzd3/Wnt3a/Tcf15/Tshr/Fat4/Lrig3/Alg10b/Get1/Gli2/Ttc8/Dlx6/Atg5/Aldh1a3/Dlx5/Dvl3/Whrn/Eya1/Osr2/Abr/Dchs1/Maf/Adgrv1/Gfi1/Frem2/Gsdme/Zic3/Six1/Six4/Pax2/Tecta/Foxg1/Lin7a/Ptprq/Ttc39c/Otogl/Gsc/Rpgrip1l/Stra6/Mapkapk2/Fgf10/Pls1/Ift27/Clrn1/Tgfb2/Hes1/Lgr5/Cdh23/Tshz1/Itga8/Gli3/Hes5/Gas1/Scrib/Osr1/Tifab/Neurog1/Cxcl14/Prrx1/Gbx2/Mycn/Grhl3/Pcdh15/Dicer1/Tbx1/Kcnma1/Msx1/Ptk7/Pdzd7/Mcoln3/Alms1/Fzd6/Ephb2/C1qb/Kif3a/Fgfr1/Slc4a7/Tsku/Bcr/Nkx3-2/Col11a1/Atg4b/Ror1/Fgfr2/Tmie/Sec24b/Mycl/H2-K1/Bmp4/Gjb2/Gjb6/Prrx2/Hmx3/Hmx2/Prkra/Pjvk/Eya4/Mafb/Dvl2/Pi4kb/Insig1/Cecr2/Shh/Rbpj/Hoxa1/Hoxa2/Neurod1/Hpn/Tbx3/Esrp1/Mks1/Wdr19/Calb1/Vangl2/Ptpn11/Cebpa/Sox9/Phox2b/Rdh10/Gabra5/Gabrb3/Tprn/Kcnq4/Bdnf/Kcnk2/Hpca/Nherf1/Rest/Fzd2/Tbx2/Bcl2l11",146,265
"33","GO:1904888","cranial skeletal system development","58/6412","84/17059",0.69047619047619,1.83699833645249,5.96769379542785,4.63860313621532e-09,4.39974969114155e-07,3.79177566657162e-07,"Tfap2a/Ndst1/Ednra/Six2/Nipbl/Tgfb3/Ric1/Msx2/Twist1/Ift140/Sh3pxd2b/Chrd/Zic3/Six1/Tbx15/Six4/Colec10/Pdgfra/Tulp3/Gnaq/Trp63/Tgfb2/Runx2/Nodal/Gli3/Dlx2/Gas1/Mmp14/Tifab/Neurog1/Prrx1/Tbx1/Crkl/Twist2/Smad3/Setd2/Grhl2/Fgfr2/Foxc2/Bmp4/Prrx2/Cplane2/Lhx1/Gna11/Megf8/Insig1/Ctnnb1/Slc39a3/Hoxa1/Hoxa2/Wdr19/Mmp16/Irf6/Rdh10/Tgfbr1/Rab23/B3glct/Gnas",58,84
"34","GO:0051962","positive regulation of nervous system development","197/6412","379/17059",0.519788918205805,1.38288820269383,5.84979641537598,5.93788798508564e-09,5.39075402074561e-07,4.64583927615047e-07,"Gsk3b/Tiam1/Ube2v2/Csf1r/Eif2b2/Bin1/Myc/Slitrk1/Slitrk6/Sox2/Twf2/Dct/Wnt5a/Epha4/Nrxn1/Id4/Hdac1/Serpinf1/L1cam/Ascl1/Lrrtm2/Nkx6-1/Igf1/Shtn1/Fzd3/Dixdc1/Pik3r1/Lrrtm3/Hdac2/Marcks/Zfp365/Adgrb2/Id2/Ist1/Sox11/Bcl11a/Clstn3/Wnt3a/Plxna1/Plxnb2/Nefl/Vegfc/Flrt2/Ptk2/Smurf1/Mecp2/Clstn1/Cdh4/Robo1/Tpbg/Flrt1/Sema5a/Ss18l1/Adgrb1/Kras/Robo2/Efna5/Man2a1/Wnt7a/Nin/Chodl/Tiam2/Trim32/Plxna3/Lrrtm1/Amigo2/Rgs14/Myo5b/Notch2/Clcn2/Myrf/Ncan/Ephb3/St8sia2/Lrp1/Met/Dmrta2/Ntf3/Slitrk2/Sema4a/Lrrn3/Prpf19/Enpp2/Cbln2/Dbn1/Sema7a/Etv5/Cxcr4/Foxg1/Ngf/Kit/Pak3/Ptprd/Ntrk3/Dcx/Wnt2/Rnf112/Islr2/Il1rap/Hapln3/Nap1l1/Thbs2/Neurl1a/Trp73/Hes1/Sox10/Adgrb3/Ptprz1/Parp6/Kalrn/Dhx36/Pias2/Cask/Ntrk2/Eif4g2/Clstn2/Gli3/Bmpr2/Nlgn1/Lrrn1/Mapk8/Zfp488/Clcf1/Myb/Sgk1/Tenm4/Plxnb1/Shox2/Ephb1/Plxna2/Ell3/Dicer1/Rassf10/Pak1/Grid2/Oxtr/Kdm1a/Ephb2/Trf/Adgrl3/Tnik/Snw1/Ptprf/Adgrl2/Xlr3b/Smo/Nlgn3/Prkci/Skil/Asic2/Dlg5/Wnt3/Cxcl12/Mapt/Ptn/Prmt5/Xrcc5/Cbln1/Spen/Adgrl1/Lig4/Grip1/Megf8/Xrcc2/Lrtm2/Musk/Ntrk1/Crabp2/Shh/Cx3cr1/Plag1/Dlg4/Ctnnb1/Sox8/Lingo2/Metrn/Eef2k/Cyfip1/Ppp1cc/Anapc2/Limk1/Egfr/Bdnf/Adnp/Gper1/Nlgn2/Arrb2/Flrt3/Numbl/Srrt/Dll3/Nkx2-2/Spint1/Zeb2/Jade2/Mdk/Caprin1",197,379
"35","GO:0030323","respiratory tube development","136/6412","246/17059",0.552845528455285,1.47083466467852,5.77245507586273,1.0610527889117e-08,9.11214928855924e-07,7.85299809488985e-07,"Ift88/Pdgfrb/Atp7a/Hhip/Foxp4/Ccdc39/Esrp2/Nkx2-1/Sox2/Tgfb3/Wnt5a/Foxa1/Ascl1/Sim2/Igf1/Wnt7b/Col3a1/Ltbp3/Hmga2/Sox11/Atxn1l/Ccbe1/Fbxw7/Pkd1/Phex/Spry1/Id1/Rbp4/Mecp2/Sav1/Gli2/Kras/Lox/Man2a1/Gli1/Gpc3/Lama1/Tnc/Pitx2/Slc7a11/Srebf1/Ywhaz/Phf14/Yap1/Pgr/Eif4g1/Eva1a/Hps1/Foxj1/Foxp2/Clcn2/Rspo2/Zic3/Fgf18/Ptges3/Pdgfra/Tnrc6c/Tulp3/Timeless/Stra6/Wnt2/Cftr/Fgf10/Trp73/Hes1/Foxp1/Hmgb1/Ccdc40/Hmga1/Nodal/Gli3/Bmpr2/Pkdcc/Flt4/Mmp14/Bmpr1a/Cldn18/Mycn/Adamts2/Dicer1/Ptk7/Ncor2/Hhex/Sfta3-ps/Meg3/Mgp/Fgfr4/Creb1/Fgfr1/Thrb/Bloc1s6/Grhl2/Fgfr2/Crispld2/Col6a1/Fendrr/Foxf1/Dlg5/Sp1/Sec24b/Bmp4/Wnt2b/Pdpn/Igfbp5/Cic/Srsf6/Aldh1a2/Acvr2b/Shh/Bag6/Loxl3/Ctnnb1/Ada/Rbpj/Hoxa5/Esrp1/Tbx5/Tmem67/Vangl2/Cebpa/Sox9/Rdh10/Tshz3/Tns3/Egfr/Dhcr7/Zfp157/Errfi1/Rbbp9/Traf4/Foxa2/Tbx2/Tbx4/Itgb6/Asxl1/Sp3",136,246
"36","GO:2000027","regulation of animal organ morphogenesis","64/6412","97/17059",0.65979381443299,1.75536847791834,5.78966426086454,1.26323734504529e-08,1.04258095165751e-06,8.98513179257776e-07,"Ift88/Dmrt3/Ednra/Six2/Apcdd1/Cdh1/Gdnf/Stox1/Wnt5a/Dkk1/Wnt3a/Spry1/Sulf1/Ntn4/Robo1/Robo2/Rspo2/Pkhd1/Six1/Six4/Pax2/Met/Tnfrsf11b/Etv5/Sfrp1/Wnt2/Ajap1/Fgf10/Maged1/Ar/Runx2/Agtr1b/Bmpr1a/Ahi1/Hgf/Snai2/Dicer1/Tbx1/Msx1/Wnt4/Fgfr4/Btbd7/Smo/Fgfr1/Agtr2/Sfrp2/Sec24b/Bmp4/Wnt2b/Lhx1/Shh/Ctnnb1/Rbpj/Hoxa11/Sox8/Vangl2/Tacstd2/Sox9/Wnt10a/Sapcd2/Ngfr/Hoxb7/Sp6/Grem1",64,97
"37","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","122/6412","217/17059",0.56221198156682,1.49575392912483,5.70356486707374,1.62315267907129e-08,1.25021547959651e-06,1.07745598415514e-06,"Dsc3/Igsf11/Cdh19/Nectin3/Cdh1/Slitrk1/Nrxn1/Cldn10/L1cam/Ceacam1/Kirrel3/Scarf2/Pcdh19/Lrfn5/Pcdha4/Clstn3/Cdh6/Pcdhb6/Pcdhb8/Cdh9/Pcdhb14/Cdh10/Pcdhb18/Mdga2/Plxnb2/Pcdhga4/Cdh18/Pcdhga12/Pcdhgc3/Tenm3/Sparcl1/Fat4/Pcdh1/Pcdh12/Epha3/Cadm2/Clstn1/Cdh26/Cdh4/Cd24a/Robo1/Robo2/Efna5/Cdhr2/Pcdh10/Dchs1/Pcdh18/Cldn8/Amigo2/Ntng2/Slitrk2/Colec10/Nrcam/Nectin1/Ptprd/Fat3/Mapk7/Cldn1/Il1rap/Tgfb2/Pcdh8/Pcdh17/Cdh23/Pcdh20/Cntn6/Unc5d/Clstn2/Nlgn1/Arvcf/Cldn18/Cdh8/Tenm4/Cdh11/Kifap3/Pcdh15/Jaml/Cldn23/Cldn5/Grid2/Mapk14/Magi2/Lrfn4/Adgrl3/Ptprf/Cadm4/Lypd10/Cldn11/Apoa1/Ntng1/Celsr2/Cadm1/Mpz/Cdh15/Cdh24/Ret/Ajuba/Fat2/Dab1/Cplane2/Cbln1/Cldn6/Cldn9/Adgrl1/Igsf9/Cldn7/Cadm3/Klf4/Hmcn1/Nectin4/Lrrc4c/Celsr3/Epcam/Ptprs/Cdh22/Sdk2/Cldn4/Cldn3/Elfn1/Flrt3/Cldn15/Lrfn3/Mmp24",122,217
"38","GO:0022404","molting cycle process","74/6412","118/17059",0.627118644067797,1.66843682925024,5.65430248167126,2.56253256897877e-08,1.79278606680963e-06,1.54505211902944e-06,"Nsdhl/Atp7a/Apcdd1/Tnfrsf19/Runx1/Wnt5a/Sox21/Hdac1/Barx2/Cd109/Fzd3/Hdac2/Dkk1/Gal/Msx2/Sav1/Gli2/Krt17/Sostdc1/Smad4/Tmem79/Trps1/Ldb1/Trp63/Fgf10/Tgfb2/Ercc2/Edaradd/Lgr5/Prss8/Eda/Runx3/Gorab/Ppard/Nsun2/Dicer1/Fzd6/Foxq1/Hoxc13/Lrp4/Sox18/Smo/Farp2/Wnt10b/Fgfr2/Col6a1/Tspear/Ldb2/Igfbp5/Sos1/Shh/Ctnnb1/Nom1/Rbpj/Myo5a/Vangl2/Edar/Sox9/Wnt10a/Egfr/Ngfr/Dlx3/Tfap2c/Fermt1/Mysm1/Nf1/Numa1/Pkp3/Lhx2/Norad/Alx4/Snai1/Trpc4ap/Gnas",74,118
"39","GO:0022405","hair cycle process","74/6412","118/17059",0.627118644067797,1.66843682925024,5.65430248167126,2.56253256897877e-08,1.79278606680963e-06,1.54505211902944e-06,"Nsdhl/Atp7a/Apcdd1/Tnfrsf19/Runx1/Wnt5a/Sox21/Hdac1/Barx2/Cd109/Fzd3/Hdac2/Dkk1/Gal/Msx2/Sav1/Gli2/Krt17/Sostdc1/Smad4/Tmem79/Trps1/Ldb1/Trp63/Fgf10/Tgfb2/Ercc2/Edaradd/Lgr5/Prss8/Eda/Runx3/Gorab/Ppard/Nsun2/Dicer1/Fzd6/Foxq1/Hoxc13/Lrp4/Sox18/Smo/Farp2/Wnt10b/Fgfr2/Col6a1/Tspear/Ldb2/Igfbp5/Sos1/Shh/Ctnnb1/Nom1/Rbpj/Myo5a/Vangl2/Edar/Sox9/Wnt10a/Egfr/Ngfr/Dlx3/Tfap2c/Fermt1/Mysm1/Nf1/Numa1/Pkp3/Lhx2/Norad/Alx4/Snai1/Trpc4ap/Gnas",74,118
"40","GO:0045664","regulation of neuron differentiation","125/6412","225/17059",0.555555555555556,1.47804463852499,5.60161471446905,2.8092530244869e-08,1.92043763668055e-06,1.65506431299828e-06,"Gsk3b/Tiam1/Tfap2a/Nepro/Bin1/Nrep/Sox2/Sox21/Id4/Foxa1/Ascl1/Nkx6-1/Dixdc1/Disp3/Zfhx3/Dkk1/Med1/Sh3gl3/Id2/Sox11/Bcl11a/Wnt3a/Nox1/Ttc3/Ptger3/Sox5/Cd24a/Gli2/Rara/Isl2/Tcf4/Eya1/Trim32/Brinp1/Cdk5rap2/Sin3a/Trpc6/Eif4g1/Tgif1/Six1/Lbx1/Brinp2/Etv5/Foxg1/Sfrp1/Ngf/Impact/Isl1/Irx3/Rnf112/Bcl11b/Trp73/Eif4e/Arhgef2/Hes1/Mib1/Lin28a/Gli3/Dlx1/Dlx2/Cntn4/Hes5/Cntn2/Ddx6/Nlgn1/Mapk8/Gdf7/Neurog1/Nap1l2/Mycn/Efna3/Dicer1/Zc4h2/Kdm4a/Rac3/Fgfr1/Pbx1/Tgif2/Nbl1/Notch3/Fezf2/Cxcl12/Sfrp2/Hoxd3/Mycl/Ret/Heyl/Bmp4/Tcf3/Dab1/Six3os1/Eif4enif1/Brinp3/Tcf12/Ptbp1/Shh/Sox8/Hoxa2/Ctdsp1/Neurod1/Ccr5/Esrp1/Dtx1/Sox9/Phox2b/Zfp536/Vwc2/Atn1/Meis1/Ngfr/Bdnf/Rap1gap/Tlx3/Mmd2/Nf1/Timp2/Gprc5b/Epo/Eif2ak4/Nkx2-2/Foxa2/Rest/Gdf5/Cpne1/Dnmt3b",125,225
"41","GO:0006302","double-strand break repair","161/6412","304/17059",0.529605263157895,1.40900439554125,5.58392705027313,2.81039654148373e-08,1.92043763668055e-06,1.65506431299828e-06,"Marf1/Rnf138/Smc5/Ube2v2/Mcm4/Spidr/Yeats4/Smarca2/Nsmce2/Nipbl/Brd8/Ercc5/Xrcc3/Mad2l2/Ruvbl1/Cgas/Pot1b/Tdp2/Sirt1/Mpnd/Hdgfl2/Zfp365/Hmga2/Recql5/Atm/Chek1/Ppp4r3b/Spire1/Fan1/Rfwd3/Slf1/Parp1/Tdp1/Terf2ip/Smarce1/Ercc8/Ddx11/Eya1/Twist1/Mrgbp/Poln/Slx4/Arid2/Crebbp/Bcl7a/Mcm3/Nudt16l1/Kdm4d/Eya3/Smchd1/Mre11a/Prpf19/Rad51ap1/Top3a/Gins4/Ubqln4/Rhno1/Foxm1/Timeless/Bcl7c/Arid1a/Phf10/Atr/Exd2/Smarcc2/Ing3/Yy1/H2ax/Rnf168/Fus/Nucks1/Rad54l/Csnk2a2/Ercc6/Skp2/Ep400/Mcm5/Rtel1/Brca1/Kdm2a/Dpf2/Ddx1/Tex15/Cdca5/Atrip/Mta1/Radx/Kdm1a/Smarcad1/Uimc1/Rnf8/Xrcc1/Hsf1/Top2b/Swsap1/Tonsl/Smarcc1/Recql4/Actl6a/Morf4l2/Smarcb1/Lig3/Setd2/Gins2/Smarcd1/Parp2/Vps72/Cyren/Xrcc5/Smarcal1/Brme1/Meaf6/Lig4/Mms22l/Fmn2/Xrcc2/Brip1/Rev3l/Pogz/Rad52/Ints3/Wdr48/Abl1/Inip/Sirt6/Rad54b/Swi5/Rnf126/Msh2/Palb2/Smarca4/Plk1/Hmces/Parp3/Hus1/Sfpq/Peli1/Actb/Tnks1bp1/Mcm8/Wrap53/Trp53/Senp3/Rnf169/Actl6b/Smarcd2/Slx1b/Ppp4c/Rad51/Mbtd1/Ruvbl2/Epc2/Rif1/Prmt1/Nsd2/Eme1/Zcwpw1/Actr5/Ggn/Dpf1/Trp53bp1",161,304
